   2.5000e-03   7.8411e-04   8.2111e-04   6.2108e-04   4.7776e-04
   7.5000e-03   1.7945e-01   1.9054e-01   1.0070e-01   3.6756e-02
   1.2500e-02  -1.5660e+00  -1.4752e+00  -1.1455e+00  -9.2079e-01
   1.7500e-02  -3.5315e+00  -3.2330e+00  -2.0568e+00  -1.2533e+00
   2.2500e-02   8.9549e+00   8.6663e+00   7.5421e+00   6.7744e+00
   2.7500e-02   4.9914e+01   4.6522e+01   3.3260e+01   2.4203e+01
   3.2500e-02   4.7811e+00   1.3902e+00  -1.1869e+01  -2.0924e+01
   3.7500e-02  -4.3344e+00  -4.6229e+00  -5.7510e+00  -6.5214e+00
   4.2500e-02  -1.3072e+00  -1.0186e+00   1.0992e-01   8.8060e-01
   4.7500e-02   3.7841e-01   4.5055e-01   7.3262e-01   9.2526e-01
   5.2500e-02   3.7841e-01   4.5055e-01   7.3262e-01   9.2526e-01
   5.7500e-02  -1.3072e+00  -1.0186e+00   1.0992e-01   8.8060e-01
   6.2500e-02  -4.3344e+00  -4.6229e+00  -5.7510e+00  -6.5214e+00
   6.7500e-02   4.7811e+00   1.3902e+00  -1.1869e+01  -2.0924e+01
   7.2500e-02   4.9914e+01   4.6522e+01   3.3260e+01   2.4203e+01
   7.7500e-02   8.9549e+00   8.6663e+00   7.5421e+00   6.7744e+00
   8.2500e-02  -3.5315e+00  -3.2330e+00  -2.0568e+00  -1.2533e+00
   8.7500e-02  -1.5660e+00  -1.4752e+00  -1.1455e+00  -9.2079e-01
   9.2500e-02   1.7945e-01   1.9054e-01   1.0070e-01   3.6756e-02
   9.7500e-02   7.8411e-04   8.2111e-04   6.2108e-04   4.7776e-04
