  -6.0892e-02  -7.4065e-05   7.8411e-04   6.2108e-04
   5.5758e-01   8.7932e-02   1.7945e-01   1.0070e-01
  -1.5876e+00   1.6714e-02  -1.5660e+00  -1.1455e+00
   2.7237e+00  -1.4754e+00  -3.5315e+00  -2.0568e+00
  -4.0384e+00   4.4308e-01   8.9549e+00   7.5421e+00
   5.5975e+00   2.1812e+01   4.9914e+01   3.3260e+01
  -2.4819e+00  -1.6832e+01   4.7811e+00  -1.1869e+01
  -9.4315e-01  -5.4848e+00  -4.3344e+00  -5.7510e+00
   8.7413e-02   6.6381e-01  -1.3072e+00   1.0992e-01
   1.1528e-01   7.6765e-01   3.7841e-01   7.3262e-01
   1.1528e-01   7.6765e-01   3.7841e-01   7.3262e-01
   8.7413e-02   6.6381e-01  -1.3072e+00   1.0992e-01
  -9.4315e-01  -5.4848e+00  -4.3344e+00  -5.7510e+00
  -2.4819e+00  -1.6832e+01   4.7811e+00  -1.1869e+01
   5.5975e+00   2.1812e+01   4.9914e+01   3.3260e+01
  -4.0384e+00   4.4308e-01   8.9549e+00   7.5421e+00
   2.7237e+00  -1.4754e+00  -3.5315e+00  -2.0568e+00
  -1.5876e+00   1.6714e-02  -1.5660e+00  -1.1455e+00
   5.5758e-01   8.7932e-02   1.7945e-01   1.0070e-01
  -6.0892e-02  -7.4065e-05   7.8411e-04   6.2108e-04

